date,symbol,close,change_percent,open,high,low,volume,source,timestamp
2025-11-26,KEF,8.96,-1.54,9.28,8.95,9.28,30723.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,KKHC,255.0,1.39,256.0,252.0,252.0,13896.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,KMCDB,1034.0,-1.43,1055.0,1025.1,1028.1,3720.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,KPCL,560.0,0.68,560.0,553.0,556.0,39905.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,KSBBL,438.9,0.23,439.8,433.0,433.1,11732.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,KSY,8.64,-1.26,8.65,8.6,8.6,1000.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,LBBL,466.0,-1.58,482.0,460.6,482.0,51737.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,LEC,197.0,-0.86,201.9,196.0,200.0,66640.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,LICN,950.0,1.62,969.0,918.0,938.0,83133.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,LLBS,993.0,-0.3,1015.0,974.9,996.0,532.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,LSL,234.7,-0.13,238.0,234.0,235.0,134167.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,LUK,9.38,-1.26,9.5,9.35,9.35,5600.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MABEL,673.2,0.18,673.2,644.0,672.0,57419.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MAKAR,568.9,0.65,570.0,558.0,558.0,3381.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MANDU,795.0,-0.08,800.0,790.0,790.0,2200.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MATRI,967.1,0.1,985.2,947.0,947.0,862.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MBJC,286.0,1.06,288.6,282.9,288.6,28126.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MBL,219.0,-0.36,220.0,215.5,220.0,37960.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MBLEF,8.86,-1.56,8.88,8.85,8.85,2800.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MCHL,485.0,-0.82,497.9,480.1,497.9,1668.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MDB,590.0,0.0,595.0,574.1,590.2,19207.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MEHL,440.0,1.03,449.8,434.2,442.0,26717.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MEL,294.9,-0.37,301.9,290.1,301.9,13120.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MEN,680.0,1.45,680.0,669.0,675.0,233063.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MERO,799.9,-0.1,813.0,775.4,813.0,13275.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MFIL,600.0,-0.33,613.0,590.3,613.0,9308.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MHCL,409.0,0.49,414.5,399.1,400.0,5925.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MHL,491.4,0.27,493.3,485.1,490.0,14680.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MHNL,258.0,-0.39,259.8,252.3,255.1,14408.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MKCL,1380.0,-0.43,1400.0,1375.0,1375.0,4837.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MKHC,407.0,-0.71,410.0,402.5,402.7,14734.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MKHL,830.0,-0.77,847.0,810.0,819.9,2415.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MKJC,540.0,-0.92,552.9,537.0,549.0,21210.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MLBBL,1525.0,0.79,1525.0,1502.0,1503.0,2383.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MLBL,389.8,0.46,390.0,385.0,387.0,48076.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MLBS,1519.0,1.61,1525.0,1480.2,1480.2,532.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MLBSL,2054.0,1.18,2057.0,2021.5,2030.0,551.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MMKJL,588.1,-0.41,599.2,580.1,588.0,18879.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MNBBL,356.8,-0.47,359.8,354.0,357.6,37304.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MPFL,551.0,0.13,561.0,548.0,559.9,14348.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MSHL,895.0,-1.0,921.0,894.0,921.0,3497.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,MSLB,1476.5,1.97,1476.5,1415.1,1423.0,9243.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NABBC,901.6,2.07,906.9,865.8,883.3,47353.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NABIL,510.5,-0.49,518.0,508.5,518.0,29221.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NADEP,789.0,0.51,800.7,761.0,775.0,2433.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NBL,245.0,0.0,249.9,242.2,249.9,31719.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NESDO,1538.5,0.69,1557.0,1512.0,1515.0,440.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NFS,650.0,-0.46,665.0,650.0,665.0,14704.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NGPL,405.0,3.85,409.9,387.5,393.0,502430.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NHDL,690.0,-1.15,697.0,675.1,695.0,3214.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NHPC,196.0,0.05,197.4,194.1,195.9,63803.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NIBLGF,8.35,0.6,8.46,8.32,8.32,9610.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NIBLSTF,8.48,1.56,8.48,8.33,8.33,7000.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NICA,320.0,0.98,320.0,312.1,316.9,45468.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NICBF,8.77,1.98,8.77,8.5,8.51,2344.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NICFC,8.96,3.7,8.96,8.5,8.5,8500.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NICL,533.6,-0.26,534.0,526.0,530.0,16207.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NICLBSL,570.0,-0.18,574.0,560.0,573.0,13295.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NICSF,8.36,-0.36,8.5,8.32,8.32,3050.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NIFRA,288.6,1.26,288.6,280.0,286.0,319730.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NIFRAGED,1014.1,0.0,1014.1,1014.1,1014.1,25.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NIL,611.0,-0.34,621.0,605.0,610.0,18575.0,merolagani_daily,2025-11-26 00:39:42
2025-11-26,NIMB,195.7,-0.81,200.5,195.1,200.0,112405.0,merolagani_daily,2025-11-26 00:39:42
