date,symbol,open,high,low,close,volume,change_percent,source,timestamp,RSI,MA50,MACD,MACD_Signal,Prev_Volume,RSI_OK,MA_OK,MACD_OK,VOLUME_OK,Recommendation,Buy_Signal,check_rsi,check_ma,check_macd,check_volume
2025-11-27,ADBL,330.0,322.1,330.0,324.0,4759.0,-0.15,merolagani_daily,2025-11-27 11:13:44,71.94808784081542,313.246,1.9658983753209327,0.7376165232753591,63588.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,AKPL,252.5,249.0,250.0,251.9,7010.0,1.57,merolagani_daily,2025-11-27 11:13:44,64.60869938514836,242.90399999999997,1.1860254366775678,0.11692163347025061,144469.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,ALBSL,1152.0,1085.9,1085.9,1095.0,253.0,-1.17,merolagani_daily,2025-11-27 11:13:44,71.94995064897138,995.4659999999999,29.680757777521876,20.644790207125098,34642.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,ALICL,493.0,490.0,493.0,491.0,5410.0,0.0,merolagani_daily,2025-11-27 11:13:44,68.3107549823724,462.28,5.382022403305598,0.7825635243754165,77847.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,API,292.7,292.0,292.7,292.0,713.0,-0.24,merolagani_daily,2025-11-27 11:13:44,71.01559208893973,279.496,2.304674195725511,0.921288295904882,244015.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,BARUN,365.0,351.9,351.9,356.0,17395.0,-0.84,merolagani_daily,2025-11-27 11:13:44,63.35128864017233,326.988,6.72207021764541,5.844105743824372,445025.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,BBC,5000.0,4990.0,4990.0,5000.0,20.0,1.24,merolagani_daily,2025-11-27 11:13:44,61.59475437888658,4876.778,13.747043682346884,8.796613257798969,177.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,BHCL,488.0,478.3,485.0,478.9,810.0,-0.93,merolagani_daily,2025-11-27 11:13:44,62.908524628046386,433.9,12.997833389488164,11.31547653700715,41468.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,BNHC,452.0,451.0,451.0,452.0,890.0,0.44,merolagani_daily,2025-11-27 11:13:44,67.81136324968946,427.874,4.38999959197082,1.113849431021621,7211.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,BNT,12200.0,12140.0,12140.0,12200.0,45.0,0.0,merolagani_daily,2025-11-27 11:13:44,71.83838496208647,11193.714000000002,342.1233180324598,254.63882264452042,151.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,CBBL,1030.0,1020.0,1030.0,1026.0,81.0,-0.68,merolagani_daily,2025-11-27 11:13:44,66.30149425388882,988.9119999999999,9.644078626370742,6.351629432334869,23664.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,CGH,898.8,875.4,880.1,898.8,615.0,1.89,merolagani_daily,2025-11-27 11:13:44,61.31303801992185,862.512,2.212783856066494,-0.5431888267991883,27343.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,CHCL,514.0,503.8,510.0,503.8,425.0,-0.43,merolagani_daily,2025-11-27 11:13:44,68.22051250343945,488.582,2.828939538900727,0.29891390583780714,54116.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,CHDC,2408.0,2361.0,2370.1,2387.0,1070.0,0.29,merolagani_daily,2025-11-27 11:13:44,64.85406486642347,2250.084,25.013913033711106,12.27023967361316,30121.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,CHL,285.0,279.3,285.0,279.4,2779.0,-0.85,merolagani_daily,2025-11-27 11:13:44,70.5019373848328,247.32,8.815953594855898,5.849325733937382,91975.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,CLI,497.0,490.1,497.0,490.9,203.0,-1.23,merolagani_daily,2025-11-27 11:13:44,67.67161943312774,456.20799999999997,8.681791743407757,5.256401872300649,53519.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,DOLTI,591.6,547.1,547.1,551.0,60.0,-1.29,merolagani_daily,2025-11-27 11:13:44,67.94497795353419,512.2819999999999,9.22144156533318,5.080703909728897,11030.0,True,True,True,False,BUY,True,True,True,True,True
2025-11-27,DORDI,275.5,270.1,270.1,275.0,401.0,0.0,merolagani_daily,2025-11-27 11:13:44,70.45369437240018,245.04,8.179806948949704,7.816469132246924,92894.0,True,True,True,False,BUY,True,True,True,True,True
